"","service_date","from_stop_id","to_stop_id","route_id","direction_id","start_time_sec","end_time_sec","travel_time_sec","from_stop_sequence","from_stop_name","from_stop_lon","from_stop_lat","stop_sequence","stop_name","stop_lon","stop_lat"
"168","2021-11-05",70126,70144,"Green-B",1,40848,41755,907,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"169","2021-11-05",70126,70144,"Green-B",1,42060,42823,763,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"170","2021-11-05",70126,70144,"Green-B",1,41629,42314,685,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"171","2021-11-05",70126,70144,"Green-B",1,35559,36305,746,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"172","2021-11-05",70126,70144,"Green-B",1,35922,36805,883,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"173","2021-11-05",70126,70144,"Green-B",1,36299,37152,853,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"174","2021-11-05",70126,70144,"Green-B",1,35208,36038,830,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"175","2021-11-05",70126,70144,"Green-B",1,72528,73562,1034,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"176","2021-11-05",70126,70144,"Green-B",1,72079,72914,835,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"177","2021-11-05",70126,70144,"Green-B",1,45786,46594,808,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"178","2021-11-05",70126,70144,"Green-B",1,44690,45388,698,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"179","2021-11-05",70126,70144,"Green-B",1,45134,45931,797,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"180","2021-11-05",70126,70144,"Green-B",1,67389,68151,762,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"181","2021-11-05",70126,70144,"Green-B",1,65948,66954,1006,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"182","2021-11-05",70126,70144,"Green-B",1,67151,67944,793,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"183","2021-11-05",70126,70144,"Green-B",1,67876,68741,865,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"184","2021-11-05",70126,70144,"Green-B",1,68350,69150,800,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
"185","2021-11-05",70126,70144,"Green-B",1,68696,69689,993,8,"Allston Street",-71.137881,42.348649,14,"Boston University Central",-71.106902,42.350013
